20230039	이재기	80	64	81	225	B	
20240079	조창규	86	67	72	225	B	
20240098	전원원	59	90	76	225	B	
20200068	이성표	100	73	53	226	B	
20200074	이주운	100	76	50	226	B	
20210031	엄희이	73	72	81	226	B	
20230066	이창하	73	97	56	226	B	
20200023	박찬윤	61	91	75	227	B	
20200085	양제서	87	72	68	227	B	
20210029	배경재	86	68	73	227	B	
20210046	이지승	52	96	79	227	B	
20230035	조태하	90	80	57	227	B	
20240014	유동하	79	91	57	227	B	
20240090	허광하	68	93	66	227	B	
20240093	엄호하	94	51	82	227	B	
20200052	김종미	63	67	98	228	B	
20200080	오혀완	88	60	80	228	B	
20220073	김붕몬	81	72	75	228	B	
20220098	나승로	95	62	71	228	B	
20240043	권하우	79	97	52	228	B	
20240096	박영연	67	82	79	228	B	
20200078	조혀하	91	88	50	229	B	
20200098	신정찬	74	74	81	229	B	
20210001	손혀하	94	72	63	229	B	
20210067	이봉준	67	100	62	229	B	
20230052	김미이	83	59	87	229	B	
20230071	염도준	78	79	72	229	B	
20240026	신혀하	62	87	80	229	B	
20200007	오준하	77	84	69	230	B	
20200015	최도하	80	52	98	230	B	
20200095	김태시	86	93	51	230	B	
20240022	김태준	94	81	55	230	B	
20240031	이경미	68	78	84	230	B	
20200067	고정석	94	86	51	231	B	
20220087	소성비	62	83	86	231	B	
20240035	성미미	76	93	62	231	B	
20200057	손찬하	68	82	82	232	B	
20200096	추원사	91	52	89	232	B	
20210048	조시서	66	67	99	232	B	
20220011	이혀성	92	72	68	232	B	
20220050	엄정비	98	57	77	232	B	
20230008	최성수	92	62	78	232	B	
20240002	전호하	80	93	59	232	B	
20240005	김지균	54	85	93	232	B	
20240024	김봉춘	76	78	78	232	B	
20200034	강성근	99	74	60	233	B	
20210076	김예운	81	60	92	233	B	
20210091	이준준	91	80	62	233	B	
20220005	김창하	90	54	89	233	B	
20230013	이조하	82	56	95	233	B	
20230048	오이기	75	77	81	233	B	
20230081	양강운	67	93	73	233	B	
20230093	전상하	59	81	93	233	B	
20240003	정미온	66	73	94	233	B	
20240034	권동연	68	71	94	233	B	
20240056	이이준	96	69	68	233	B	
20200022	임강하	52	100	82	234	B	
20210023	노몽하	82	78	74	234	B	
20220042	김혀연	61	82	91	234	B	
20220059	한시영	77	90	67	234	B	
20230034	박재하	52	98	84	234	B	
20230041	박재주	83	83	68	234	B	
20240094	김대연	94	72	68	234	B	
20200069	박지용	80	99	56	235	B	
20200079	정지우	83	76	76	235	B	
20210066	서병하	92	56	87	235	B	
20220095	김전영	51	97	87	235	B	
20220099	여정이	77	91	67	235	B	
20240007	정주하	69	78	88	235	B	
20240044	양기하	64	76	95	235	B	
20200026	박동지	93	76	67	236	B	
20200099	조고탁	74	89	73	236	B	
20210042	황희우	83	93	60	236	B	
20210045	김재하	97	80	59	236	B	
20210055	이이하	71	74	91	236	B	
20220021	원재하	97	67	72	236	B	
20220043	변지산	70	99	67	236	B	
20230062	강효운	77	78	81	236	B	
20230075	김문성	85	63	88	236	B	
20240033	김혀석	64	83	89	236	B	
20240053	김성영	80	80	76	236	B	
20200010	이준미	94	87	56	237	B	
20200013	박벙석	78	83	76	237	B	
20210008	이청하	88	51	98	237	B	
20210039	강준하	78	89	70	237	B	
20220035	조재석	68	74	95	237	B	
20220054	이도찬	82	97	58	237	B	
