20220063	최상지	91	96	61	248	A	
20240057	방동송	72	81	95	248	A	
20240061	한주정	78	88	82	248	A	
20200077	김윤하	94	77	78	249	A	
20220034	오혀서	96	71	82	249	A	
20230006	여혀하	85	74	90	249	A	
20240041	김정문	92	86	71	249	A	
20240076	양운규	98	95	56	249	A	
20200042	이도준	86	82	82	250	A	
20200064	나사하	78	92	80	250	A	
20210044	최성운	66	89	95	250	A	
20210074	박태연	79	72	99	250	A	
20220039	이강하	70	87	93	250	A	
20220092	이종하	59	93	98	250	A	
20230054	한혀구	98	99	53	250	A	
20240009	오준운	76	91	83	250	A	
20210005	이성응	78	77	96	251	A	
20220025	송하번	98	61	92	251	A	
20230014	김수하	83	77	91	251	A	
20230044	이대태	80	100	71	251	A	
20240011	신승수	90	68	93	251	A	
20200036	오하덩	98	58	96	252	A	
20200055	최영하	75	80	97	252	A	
20200073	김태하	100	96	56	252	A	
20200075	손성하	64	89	99	252	A	
20210073	정동미	87	65	100	252	A	
20220100	이종은	89	78	85	252	A	
20230038	김혀하	97	60	95	252	A	
20230047	방혀하	79	83	90	252	A	
20200009	신기시	96	93	64	253	A	
20200024	정덩미	90	97	66	253	A	
20200027	정종찬	82	77	94	253	A	
20200087	김영하	94	69	90	253	A	
20200093	김운영	93	85	75	253	A	
20210040	김광오	85	79	89	253	A	
20210086	김용농	87	99	67	253	A	
20210089	강원하	87	96	70	253	A	
20230036	이준균	93	70	90	253	A	
20230089	강정석	78	82	93	253	A	
20230019	이성운	96	68	90	254	A	
20230022	유혀연	73	100	81	254	A	
20240083	김혀하	65	93	96	254	A	
20210080	이윤태	96	83	76	255	A	
20230033	김연원	100	89	66	255	A	
20230078	김전하	86	98	71	255	A	
20230080	김조하	62	96	97	255	A	
20240004	이저하	83	87	85	255	A	
20240038	김주하	90	91	74	255	A	
20240082	김수기	100	80	75	255	A	
20200054	이동리	87	83	86	256	A	
20220062	노재균	99	58	99	256	A	
20240066	서승억	99	89	68	256	A	
20200088	이혀하	85	94	78	257	A	
20210094	최주규	91	89	77	257	A	
20220074	서윤원	99	62	96	257	A	
20240046	김수미	65	93	99	257	A	
20240049	최성하	93	65	99	257	A	
20200040	권하준	82	90	86	258	A	
20200084	이이찬	95	84	79	258	A	
20210020	김성준	91	90	77	258	A	
20220016	김윤창	79	86	93	258	A	
20200018	박재순	65	100	94	259	A	
20200050	최지시	93	76	90	259	A	
20220064	김재하	95	79	85	259	A	
20240050	최응락	80	90	89	259	A	
20210002	권성수	79	94	87	260	A	
20210092	손재관	80	97	83	260	A	
20230061	고도준	92	72	96	260	A	
20230072	정동성	85	99	76	260	A	
20200035	이창하	98	97	66	261	A	
20230010	신규윤	90	78	93	261	A	
20240032	신혀하	99	77	85	261	A	
20210016	배유준	94	82	86	262	A	
20210069	이태지	85	80	97	262	A	
20240058	황성준	96	79	87	262	A	
20240030	성관하	74	97	92	263	A	
20200038	김태원	97	69	98	264	A	
20200045	하대하	79	99	86	264	A	
20210012	박지오	88	90	86	264	A	
20210063	이병하	90	93	81	264	A	
20240008	김혀천	85	96	83	264	A	
20200046	김주윤	88	97	80	265	A	
20230058	김화수	98	69	98	265	A	
20240069	조조하	74	95	96	265	A	
20200008	손정성	89	78	99	266	A	
20220028	차영하	93	89	84	266	A	
20220072	조정미	83	87	97	267	A	
20210032	이창재	94	99	77	270	A	
20220037	이우준	90	85	95	270	A	
20220075	임간웅	97	92	81	270	A	
20220044	박수주	91	100	80	271	A	
20220040	김미하	86	94	93	273	A	
20230096	최경연	90	88	95	273	A	
20200094	최긍와	96	91	88	275	A	
20240065	박세하	95	89	93	277	A	
20200031	방희하	93	99	86	278	A	
20210006	김유독	97	97	84	278	A	
20220080	이혀하	94	96	93	283	A	
20240072	이병찬	100	94	91	285	A	
20220012	유용주	97	99	92	288	A	
